:START_ID,:END_ID,:TYPE,weight,description
disease_830,sign_016,ASSOCIATED_WITH,0.7,Cataract shows sign of Subconjunctival Hemorrhage
disease_840,sign_015,ASSOCIATED_WITH,0.7,Arteritis shows sign of Hemorrhage
disease_840,sign_016,ASSOCIATED_WITH,0.7,Arteritis shows sign of Subconjunctival Hemorrhage
disease_843,sign_006,ASSOCIATED_WITH,0.7,Subconjunctival Hemorrhage shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_850,sign_006,ASSOCIATED_WITH,0.7,Necrosis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_850,sign_016,ASSOCIATED_WITH,0.7,Necrosis shows sign of Subconjunctival Hemorrhage
disease_915,sign_016,ASSOCIATED_WITH,0.7,Arthritis shows sign of Subconjunctival Hemorrhage
disease_937,sign_006,ASSOCIATED_WITH,0.7,Osteoporosis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_937,sign_015,ASSOCIATED_WITH,0.7,Osteoporosis shows sign of Hemorrhage
disease_937,sign_016,ASSOCIATED_WITH,0.7,Osteoporosis shows sign of Subconjunctival Hemorrhage
disease_938,sign_006,ASSOCIATED_WITH,0.7,Angiitis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_938,sign_015,ASSOCIATED_WITH,0.7,Angiitis shows sign of Hemorrhage
disease_938,sign_016,ASSOCIATED_WITH,0.7,Angiitis shows sign of Subconjunctival Hemorrhage
disease_819,sign_033,ASSOCIATED_WITH,0.7,Dry Eye shows sign of Redness
disease_236,sign_049,ASSOCIATED_WITH,0.7,Chalazion shows sign of Corneal Ulcer
disease_257,sign_049,ASSOCIATED_WITH,0.7,Chalazion/Hordeolum shows sign of Corneal Ulcer
disease_300,sign_049,ASSOCIATED_WITH,0.7,Hordeolum shows sign of Corneal Ulcer
disease_820,sign_033,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Redness
disease_221,sign_017,ASSOCIATED_WITH,0.7,Entropion shows sign of Blood
disease_591,sign_013,ASSOCIATED_WITH,0.7,Rarely shows sign of Entropion
disease_825,sign_017,ASSOCIATED_WITH,0.7,Trichiasis shows sign of Blood
disease_846,sign_017,ASSOCIATED_WITH,0.7,Meibomitis shows sign of Blood
disease_889,sign_013,ASSOCIATED_WITH,0.7,Prognosis shows sign of Entropion
disease_020,sign_006,ASSOCIATED_WITH,0.7,Lymphangioma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_219,sign_006,ASSOCIATED_WITH,0.7,Congenital shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_219,sign_015,ASSOCIATED_WITH,0.7,Congenital shows sign of Hemorrhage
disease_702,sign_006,ASSOCIATED_WITH,0.7,Tumor shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_901,sign_006,ASSOCIATED_WITH,0.7,Fibrosis shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_901,sign_015,ASSOCIATED_WITH,0.7,Fibrosis shows sign of Hemorrhage
disease_936,sign_006,ASSOCIATED_WITH,0.7,Hemangioma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_936,sign_015,ASSOCIATED_WITH,0.7,Hemangioma shows sign of Hemorrhage
disease_269,sign_006,ASSOCIATED_WITH,0.7,Squamous Cell Carcinoma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_484,sign_006,ASSOCIATED_WITH,0.7,More Common shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_632,sign_006,ASSOCIATED_WITH,0.7,Cancer shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_818,sign_006,ASSOCIATED_WITH,0.7,Carcinoma shows sign of Differential Diagnosis For All Three Types Of Retinal Detachment
disease_307,sign_015,ASSOCIATED_WITH,0.7,Viral shows sign of Hemorrhage
disease_429,sign_015,ASSOCIATED_WITH,0.7,Irradiation shows sign of Hemorrhage
disease_279,sign_005,ASSOCIATED_WITH,0.7,Vascular shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_484,sign_005,ASSOCIATED_WITH,0.7,More Common shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_702,sign_005,ASSOCIATED_WITH,0.7,Tumor shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_792,sign_005,ASSOCIATED_WITH,0.7,Secondary shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_830,sign_005,ASSOCIATED_WITH,0.7,Cataract shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_861,sign_005,ASSOCIATED_WITH,0.7,Melanoma shows sign of Differential Diagnosis Of Disc Edema Or Elevation
disease_288,sign_020,ASSOCIATED_WITH,0.7,Metastasis shows sign of Hypopyon
disease_330,sign_020,ASSOCIATED_WITH,0.7,Sarcoidosis shows sign of Hypopyon
disease_611,sign_020,ASSOCIATED_WITH,0.7,Inflammatory Disease shows sign of Hypopyon
disease_761,sign_020,ASSOCIATED_WITH,0.7,Tuberculosis shows sign of Hypopyon
disease_830,sign_020,ASSOCIATED_WITH,0.7,Cataract shows sign of Hypopyon
disease_848,sign_020,ASSOCIATED_WITH,0.7,Xanthogranuloma shows sign of Hypopyon
disease_861,sign_020,ASSOCIATED_WITH,0.7,Melanoma shows sign of Hypopyon
disease_873,sign_020,ASSOCIATED_WITH,0.7,Leiomyoma shows sign of Hypopyon
disease_874,sign_020,ASSOCIATED_WITH,0.7,Granuloma shows sign of Hypopyon
disease_064,sign_009,ASSOCIATED_WITH,0.7,Trauma shows sign of Corneal Edema
disease_171,sign_046,ASSOCIATED_WITH,0.7,Uveitis shows sign of Irregular Pupil
disease_182,sign_009,ASSOCIATED_WITH,0.7,Traumatic shows sign of Corneal Edema
disease_189,sign_015,ASSOCIATED_WITH,0.7,Iritis shows sign of Hemorrhage
disease_189,sign_028,ASSOCIATED_WITH,0.7,Iritis shows sign of Vitreous Hemorrhage
disease_189,sign_046,ASSOCIATED_WITH,0.7,Iritis shows sign of Irregular Pupil
disease_219,sign_026,ASSOCIATED_WITH,0.7,Congenital shows sign of Hyphema
disease_219,sign_028,ASSOCIATED_WITH,0.7,Congenital shows sign of Vitreous Hemorrhage
disease_219,sign_046,ASSOCIATED_WITH,0.7,Congenital shows sign of Irregular Pupil
disease_260,sign_001,ASSOCIATED_WITH,0.7,Nevus shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_260,sign_009,ASSOCIATED_WITH,0.7,Nevus shows sign of Corneal Edema
disease_260,sign_026,ASSOCIATED_WITH,0.7,Nevus shows sign of Hyphema
disease_260,sign_028,ASSOCIATED_WITH,0.7,Nevus shows sign of Vitreous Hemorrhage
disease_260,sign_046,ASSOCIATED_WITH,0.7,Nevus shows sign of Irregular Pupil
disease_415,sign_001,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_415,sign_009,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Corneal Edema
disease_415,sign_015,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Hemorrhage
disease_415,sign_017,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Blood
disease_415,sign_026,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Hyphema
disease_415,sign_028,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Vitreous Hemorrhage
disease_415,sign_046,ASSOCIATED_WITH,0.7,Pigmentary Glaucoma shows sign of Irregular Pupil
disease_424,sign_001,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_424,sign_009,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Corneal Edema
disease_424,sign_015,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Hemorrhage
disease_424,sign_026,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Hyphema
disease_424,sign_028,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Vitreous Hemorrhage
disease_424,sign_046,ASSOCIATED_WITH,0.7,Fuchs Heterochromic Iridocyclitis shows sign of Irregular Pupil
disease_431,sign_001,ASSOCIATED_WITH,0.7,Siderosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_431,sign_009,ASSOCIATED_WITH,0.7,Siderosis shows sign of Corneal Edema
disease_431,sign_015,ASSOCIATED_WITH,0.7,Siderosis shows sign of Hemorrhage
disease_431,sign_017,ASSOCIATED_WITH,0.7,Siderosis shows sign of Blood
disease_431,sign_026,ASSOCIATED_WITH,0.7,Siderosis shows sign of Hyphema
disease_431,sign_028,ASSOCIATED_WITH,0.7,Siderosis shows sign of Vitreous Hemorrhage
disease_431,sign_046,ASSOCIATED_WITH,0.7,Siderosis shows sign of Irregular Pupil
disease_464,sign_009,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Corneal Edema
disease_464,sign_028,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Vitreous Hemorrhage
disease_464,sign_046,ASSOCIATED_WITH,0.7,Anterior Uveitis shows sign of Irregular Pupil
disease_591,sign_009,ASSOCIATED_WITH,0.7,Rarely shows sign of Corneal Edema
disease_591,sign_026,ASSOCIATED_WITH,0.7,Rarely shows sign of Hyphema
disease_591,sign_046,ASSOCIATED_WITH,0.7,Rarely shows sign of Irregular Pupil
disease_642,sign_046,ASSOCIATED_WITH,0.7,Glaucoma shows sign of Irregular Pupil
disease_830,sign_028,ASSOCIATED_WITH,0.7,Cataract shows sign of Vitreous Hemorrhage
disease_830,sign_046,ASSOCIATED_WITH,0.7,Cataract shows sign of Irregular Pupil
disease_831,sign_015,ASSOCIATED_WITH,0.7,Corneal Edema shows sign of Hemorrhage
disease_831,sign_017,ASSOCIATED_WITH,0.7,Corneal Edema shows sign of Blood
disease_831,sign_026,ASSOCIATED_WITH,0.7,Corneal Edema shows sign of Hyphema
disease_831,sign_028,ASSOCIATED_WITH,0.7,Corneal Edema shows sign of Vitreous Hemorrhage
disease_831,sign_046,ASSOCIATED_WITH,0.7,Corneal Edema shows sign of Irregular Pupil
disease_849,sign_001,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_849,sign_009,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Corneal Edema
disease_849,sign_015,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Hemorrhage
disease_849,sign_028,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Vitreous Hemorrhage
disease_849,sign_046,ASSOCIATED_WITH,0.7,Iridocyclitis shows sign of Irregular Pupil
disease_869,sign_009,ASSOCIATED_WITH,0.7,Hyphema shows sign of Corneal Edema
disease_869,sign_046,ASSOCIATED_WITH,0.7,Hyphema shows sign of Irregular Pupil
disease_870,sign_001,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_870,sign_009,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Corneal Edema
disease_870,sign_015,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Hemorrhage
disease_870,sign_017,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Blood
disease_870,sign_026,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Hyphema
disease_870,sign_028,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Vitreous Hemorrhage
disease_870,sign_046,ASSOCIATED_WITH,0.7,Hemosiderosis shows sign of Irregular Pupil
disease_878,sign_001,ASSOCIATED_WITH,0.7,Vitreous Hemorrhage shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_878,sign_009,ASSOCIATED_WITH,0.7,Vitreous Hemorrhage shows sign of Corneal Edema
disease_878,sign_046,ASSOCIATED_WITH,0.7,Vitreous Hemorrhage shows sign of Irregular Pupil
disease_882,sign_009,ASSOCIATED_WITH,0.7,Atrophy shows sign of Corneal Edema
disease_882,sign_028,ASSOCIATED_WITH,0.7,Atrophy shows sign of Vitreous Hemorrhage
disease_882,sign_046,ASSOCIATED_WITH,0.7,Atrophy shows sign of Irregular Pupil
disease_012,sign_002,ASSOCIATED_WITH,0.7,Cranial Nerve Palsy shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_012,sign_040,ASSOCIATED_WITH,0.7,Cranial Nerve Palsy shows sign of Enophthalmos
disease_061,sign_002,ASSOCIATED_WITH,0.7,Conjunctivitis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_061,sign_040,ASSOCIATED_WITH,0.7,Conjunctivitis shows sign of Enophthalmos
disease_064,sign_002,ASSOCIATED_WITH,0.7,Trauma shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_144,sign_002,ASSOCIATED_WITH,0.7,Giant Papillary Conjunctivitis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_144,sign_003,ASSOCIATED_WITH,0.7,Giant Papillary Conjunctivitis shows sign of Differential Diagnosis Of Corneal Dendrites
disease_144,sign_004,ASSOCIATED_WITH,0.7,Giant Papillary Conjunctivitis shows sign of Differential Diagnosis Of Proptosis
disease_144,sign_040,ASSOCIATED_WITH,0.7,Giant Papillary Conjunctivitis shows sign of Enophthalmos
disease_182,sign_002,ASSOCIATED_WITH,0.7,Traumatic shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_182,sign_014,ASSOCIATED_WITH,0.7,Traumatic shows sign of Lagophthalmos
disease_205,sign_001,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_205,sign_002,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_205,sign_003,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Differential Diagnosis Of Corneal Dendrites
disease_205,sign_004,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Differential Diagnosis Of Proptosis
disease_205,sign_014,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Lagophthalmos
disease_205,sign_040,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Enophthalmos
disease_207,sign_002,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_207,sign_003,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Differential Diagnosis Of Corneal Dendrites
disease_207,sign_004,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Differential Diagnosis Of Proptosis
disease_207,sign_014,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Lagophthalmos
disease_207,sign_040,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Enophthalmos
disease_216,sign_001,ASSOCIATED_WITH,0.7,Cicatricial shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_216,sign_002,ASSOCIATED_WITH,0.7,Cicatricial shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_216,sign_040,ASSOCIATED_WITH,0.7,Cicatricial shows sign of Enophthalmos
disease_217,sign_001,ASSOCIATED_WITH,0.7,Mechanical shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_217,sign_002,ASSOCIATED_WITH,0.7,Mechanical shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_217,sign_003,ASSOCIATED_WITH,0.7,Mechanical shows sign of Differential Diagnosis Of Corneal Dendrites
disease_217,sign_004,ASSOCIATED_WITH,0.7,Mechanical shows sign of Differential Diagnosis Of Proptosis
disease_217,sign_014,ASSOCIATED_WITH,0.7,Mechanical shows sign of Lagophthalmos
disease_217,sign_040,ASSOCIATED_WITH,0.7,Mechanical shows sign of Enophthalmos
disease_219,sign_003,ASSOCIATED_WITH,0.7,Congenital shows sign of Differential Diagnosis Of Corneal Dendrites
disease_219,sign_004,ASSOCIATED_WITH,0.7,Congenital shows sign of Differential Diagnosis Of Proptosis
disease_219,sign_014,ASSOCIATED_WITH,0.7,Congenital shows sign of Lagophthalmos
disease_219,sign_040,ASSOCIATED_WITH,0.7,Congenital shows sign of Enophthalmos
disease_236,sign_001,ASSOCIATED_WITH,0.7,Chalazion shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_236,sign_002,ASSOCIATED_WITH,0.7,Chalazion shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_236,sign_003,ASSOCIATED_WITH,0.7,Chalazion shows sign of Differential Diagnosis Of Corneal Dendrites
disease_236,sign_004,ASSOCIATED_WITH,0.7,Chalazion shows sign of Differential Diagnosis Of Proptosis
disease_236,sign_014,ASSOCIATED_WITH,0.7,Chalazion shows sign of Lagophthalmos
disease_236,sign_040,ASSOCIATED_WITH,0.7,Chalazion shows sign of Enophthalmos
disease_362,sign_002,ASSOCIATED_WITH,0.7,Acquired shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_362,sign_003,ASSOCIATED_WITH,0.7,Acquired shows sign of Differential Diagnosis Of Corneal Dendrites
disease_362,sign_004,ASSOCIATED_WITH,0.7,Acquired shows sign of Differential Diagnosis Of Proptosis
disease_362,sign_014,ASSOCIATED_WITH,0.7,Acquired shows sign of Lagophthalmos
disease_362,sign_040,ASSOCIATED_WITH,0.7,Acquired shows sign of Enophthalmos
disease_378,sign_001,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_378,sign_002,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_378,sign_003,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Differential Diagnosis Of Corneal Dendrites
disease_378,sign_004,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Differential Diagnosis Of Proptosis
disease_378,sign_014,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Lagophthalmos
disease_378,sign_040,ASSOCIATED_WITH,0.7,Pseudoptosis shows sign of Enophthalmos
disease_517,sign_001,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_517,sign_002,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_517,sign_003,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Differential Diagnosis Of Corneal Dendrites
disease_517,sign_004,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Differential Diagnosis Of Proptosis
disease_517,sign_014,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Lagophthalmos
disease_517,sign_040,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Enophthalmos
disease_605,sign_001,ASSOCIATED_WITH,0.7,Migraine shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_605,sign_002,ASSOCIATED_WITH,0.7,Migraine shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_605,sign_003,ASSOCIATED_WITH,0.7,Migraine shows sign of Differential Diagnosis Of Corneal Dendrites
disease_605,sign_004,ASSOCIATED_WITH,0.7,Migraine shows sign of Differential Diagnosis Of Proptosis
disease_605,sign_014,ASSOCIATED_WITH,0.7,Migraine shows sign of Lagophthalmos
disease_605,sign_040,ASSOCIATED_WITH,0.7,Migraine shows sign of Enophthalmos
disease_702,sign_002,ASSOCIATED_WITH,0.7,Tumor shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_702,sign_003,ASSOCIATED_WITH,0.7,Tumor shows sign of Differential Diagnosis Of Corneal Dendrites
disease_702,sign_004,ASSOCIATED_WITH,0.7,Tumor shows sign of Differential Diagnosis Of Proptosis
disease_702,sign_014,ASSOCIATED_WITH,0.7,Tumor shows sign of Lagophthalmos
disease_702,sign_040,ASSOCIATED_WITH,0.7,Tumor shows sign of Enophthalmos
disease_787,sign_001,ASSOCIATED_WITH,0.7,Fatigue shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_787,sign_003,ASSOCIATED_WITH,0.7,Fatigue shows sign of Differential Diagnosis Of Corneal Dendrites
disease_787,sign_004,ASSOCIATED_WITH,0.7,Fatigue shows sign of Differential Diagnosis Of Proptosis
disease_787,sign_014,ASSOCIATED_WITH,0.7,Fatigue shows sign of Lagophthalmos
disease_787,sign_040,ASSOCIATED_WITH,0.7,Fatigue shows sign of Enophthalmos
disease_792,sign_002,ASSOCIATED_WITH,0.7,Secondary shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_792,sign_014,ASSOCIATED_WITH,0.7,Secondary shows sign of Lagophthalmos
disease_792,sign_040,ASSOCIATED_WITH,0.7,Secondary shows sign of Enophthalmos
disease_796,sign_002,ASSOCIATED_WITH,0.7,Postsurgical shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_796,sign_003,ASSOCIATED_WITH,0.7,Postsurgical shows sign of Differential Diagnosis Of Corneal Dendrites
disease_796,sign_004,ASSOCIATED_WITH,0.7,Postsurgical shows sign of Differential Diagnosis Of Proptosis
disease_796,sign_014,ASSOCIATED_WITH,0.7,Postsurgical shows sign of Lagophthalmos
disease_796,sign_040,ASSOCIATED_WITH,0.7,Postsurgical shows sign of Enophthalmos
disease_797,sign_001,ASSOCIATED_WITH,0.7,Posttraumatic shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_797,sign_002,ASSOCIATED_WITH,0.7,Posttraumatic shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_797,sign_003,ASSOCIATED_WITH,0.7,Posttraumatic shows sign of Differential Diagnosis Of Corneal Dendrites
disease_797,sign_004,ASSOCIATED_WITH,0.7,Posttraumatic shows sign of Differential Diagnosis Of Proptosis
disease_797,sign_014,ASSOCIATED_WITH,0.7,Posttraumatic shows sign of Lagophthalmos
disease_820,sign_001,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_820,sign_003,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Differential Diagnosis Of Corneal Dendrites
disease_820,sign_004,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Differential Diagnosis Of Proptosis
disease_820,sign_014,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Lagophthalmos
disease_820,sign_040,ASSOCIATED_WITH,0.7,Blepharospasm shows sign of Enophthalmos
disease_821,sign_002,ASSOCIATED_WITH,0.7,Proptosis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_822,sign_002,ASSOCIATED_WITH,0.7,Ptosis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_832,sign_002,ASSOCIATED_WITH,0.7,Dystrophy shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_832,sign_003,ASSOCIATED_WITH,0.7,Dystrophy shows sign of Differential Diagnosis Of Corneal Dendrites
disease_832,sign_004,ASSOCIATED_WITH,0.7,Dystrophy shows sign of Differential Diagnosis Of Proptosis
disease_832,sign_014,ASSOCIATED_WITH,0.7,Dystrophy shows sign of Lagophthalmos
disease_832,sign_040,ASSOCIATED_WITH,0.7,Dystrophy shows sign of Enophthalmos
disease_902,sign_002,ASSOCIATED_WITH,0.7,Enophthalmos shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_902,sign_014,ASSOCIATED_WITH,0.7,Enophthalmos shows sign of Lagophthalmos
disease_918,sign_001,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Etiology Of Spontaneous Hyphema Or Microhyphema
disease_918,sign_002,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Differential Diagnosis Of A Traumatic Afferent Pupillary Defect
disease_918,sign_003,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Differential Diagnosis Of Corneal Dendrites
disease_918,sign_004,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Differential Diagnosis Of Proptosis
disease_918,sign_014,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Lagophthalmos
disease_918,sign_040,ASSOCIATED_WITH,0.7,Sclerosis shows sign of Enophthalmos
disease_012,sign_059,ASSOCIATED_WITH,0.7,Cranial Nerve Palsy shows sign of Lid Lag
disease_012,sign_060,ASSOCIATED_WITH,0.7,Cranial Nerve Palsy shows sign of Anisocoria
disease_064,sign_059,ASSOCIATED_WITH,0.7,Trauma shows sign of Lid Lag
disease_064,sign_060,ASSOCIATED_WITH,0.7,Trauma shows sign of Anisocoria
disease_205,sign_059,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Lid Lag
disease_205,sign_060,ASSOCIATED_WITH,0.7,Horner Syndrome shows sign of Anisocoria
disease_207,sign_059,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Lid Lag
disease_207,sign_060,ASSOCIATED_WITH,0.7,Myasthenia Gravis shows sign of Anisocoria
disease_483,sign_003,ASSOCIATED_WITH,0.7,Pupil-Involving shows sign of Differential Diagnosis Of Corneal Dendrites
disease_483,sign_004,ASSOCIATED_WITH,0.7,Pupil-Involving shows sign of Differential Diagnosis Of Proptosis
disease_483,sign_014,ASSOCIATED_WITH,0.7,Pupil-Involving shows sign of Lagophthalmos
disease_483,sign_059,ASSOCIATED_WITH,0.7,Pupil-Involving shows sign of Lid Lag
disease_483,sign_060,ASSOCIATED_WITH,0.7,Pupil-Involving shows sign of Anisocoria
disease_486,sign_003,ASSOCIATED_WITH,0.7,Pupil-Sparing shows sign of Differential Diagnosis Of Corneal Dendrites
disease_486,sign_004,ASSOCIATED_WITH,0.7,Pupil-Sparing shows sign of Differential Diagnosis Of Proptosis
disease_486,sign_014,ASSOCIATED_WITH,0.7,Pupil-Sparing shows sign of Lagophthalmos
disease_486,sign_059,ASSOCIATED_WITH,0.7,Pupil-Sparing shows sign of Lid Lag
disease_486,sign_060,ASSOCIATED_WITH,0.7,Pupil-Sparing shows sign of Anisocoria
disease_516,sign_003,ASSOCIATED_WITH,0.7,Kearns–Sayre Syndrome shows sign of Differential Diagnosis Of Corneal Dendrites
disease_516,sign_004,ASSOCIATED_WITH,0.7,Kearns–Sayre Syndrome shows sign of Differential Diagnosis Of Proptosis
disease_516,sign_014,ASSOCIATED_WITH,0.7,Kearns–Sayre Syndrome shows sign of Lagophthalmos
disease_516,sign_059,ASSOCIATED_WITH,0.7,Kearns–Sayre Syndrome shows sign of Lid Lag
disease_516,sign_060,ASSOCIATED_WITH,0.7,Kearns–Sayre Syndrome shows sign of Anisocoria
disease_517,sign_059,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Lid Lag
disease_517,sign_060,ASSOCIATED_WITH,0.7,Third Cranial Nerve Palsy shows sign of Anisocoria
disease_787,sign_059,ASSOCIATED_WITH,0.7,Fatigue shows sign of Lid Lag
disease_787,sign_060,ASSOCIATED_WITH,0.7,Fatigue shows sign of Anisocoria
disease_799,sign_003,ASSOCIATED_WITH,0.7,Pharmacologic shows sign of Differential Diagnosis Of Corneal Dendrites
disease_799,sign_004,ASSOCIATED_WITH,0.7,Pharmacologic shows sign of Differential Diagnosis Of Proptosis
disease_799,sign_059,ASSOCIATED_WITH,0.7,Pharmacologic shows sign of Lid Lag
disease_799,sign_060,ASSOCIATED_WITH,0.7,Pharmacologic shows sign of Anisocoria
disease_821,sign_059,ASSOCIATED_WITH,0.7,Proptosis shows sign of Lid Lag
disease_821,sign_060,ASSOCIATED_WITH,0.7,Proptosis shows sign of Anisocoria
